SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Canciller Orlando Letelier,8,25,138
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Cóndores de Chile,5,6,74
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Carlos Lorca Tobar,18,23,187
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Mario Salcedo,5,10,69
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dra. Haydeé López Casoou,9,10,68
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Santa Laura,8,10,92
S.S. Metropolitano Sur,La Cisterna,Centro de Salud Familiar Eduardo Frei Montalva,35,76,517
S.S. Metropolitano Sur,La Cisterna,Centro de Salud Familiar Santa Anselma,63,85,718
S.S. Metropolitano Sur,La Granja,Centro de Salud Familiar Padre Esteban Gumucio Vives,12,27,117
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Clara Estrella,8,9,154
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,12,15,132
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,7,11,107
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,18,27,85
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),43,65,355
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Raúl Moya,16,25,192
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Abrantes,2,2,6
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Chada,0,0,10
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Huelquén,7,7,50
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Pintué,2,2,24
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Rangue,0,0,2
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,4,8,102
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez Fröedden,7,11,131
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,2,6,115
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),18,32,236
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Las Hortensias,2,2,10
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Rapa Nui,0,0,2
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Ribera del Maipo,0,0,0
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Carol Urzúa,52,82,343
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Confraternidad,22,26,219
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar El Manzano,64,148,533
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Juan Pablo II ( San Bernardo),18,33,164
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Padre Joan Alsina,22,37,177
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Brañes F.,46,77,319
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),19,26,203
S.S. Metropolitano Sur,San Bernardo,"Hospital El Pino (Santiago, San Bernardo)",0,0,0
S.S. Metropolitano Sur,San Bernardo,Hospital Parroquial de San Bernardo (D),0,2,10
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Arturo Baeza Goñi,12,19,140
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar San Joaquín,47,51,393
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Santa Teresa de Los Andes,76,92,385
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Barros Luco,46,72,425
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Recreo,42,162,419
S.S. Metropolitano Sur,San Miguel,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",0,0,0
S.S. Metropolitano Sur,San Miguel,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",1,2,18
S.S. Metropolitano Sur,San Miguel,"Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel)",4,6,33
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Bellavista,16,30,196
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Dr. Fernando Maffioletti,19,29,153
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar José Alvo,14,19,130
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar La Florida,103,829,2144
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Castaños,6,13,92
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Quillayes,15,23,165
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Santa Amalia,5,12,136
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Trinidad,15,20,98
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Villa O'Higgins,7,9,87
S.S. Metropolitano Sur Oriente,La Florida,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,0,0,0
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Granja Sur,13,37,165
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar La Granja,15,21,113
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Malaquías Concha,12,16,208
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar El Roble,14,23,144
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Flor Fernández,2,7,80
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,5,9,55
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Pablo de Rokha,18,25,152
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar San Rafael,8,12,99
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santiago de Nueva Extremadura,20,25,208
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santo Tomás,10,14,133
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Familiar Dr. José Manuel Balmaceda,8,12,125
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Rural El Principal,3,6,61
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Referencia de Salud Hospital Provincia Cordillera,0,0,1
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Bernardo Leighton,17,22,157
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Cardenal Silva Henríquez,32,50,238
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Dr. Alejandro del Río,76,323,1140
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Karol Wojtyla,0,12,129
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Laurita Vicuña,21,38,223
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,10,17,120
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Padre Manuel Villaseca,81,156,898
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,15,30,164
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Gerónimo,27,44,276
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Vista Hermosa,16,24,162
S.S. Metropolitano Sur Oriente,Puente Alto,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",1,1,5
S.S. Metropolitano Sur Oriente,San José de Maipo,Hospital San José de Maipo,5,11,81
S.S. Metropolitano Sur Oriente,San José de Maipo,Posta de Salud Rural Las Vertientes,2,3,38
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),18,23,335
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar La Bandera,7,14,180
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Poetisa Gabriela Mistral,5,14,196
S.S. Metropolitano Sur Oriente,San Ramón,Hospital Padre Alberto Hurtado (San Ramón),0,0,8
SEREMI Metropolitana de Santiago,Buin,Centro Medico KINEROD,1,8,51
SEREMI Metropolitana de Santiago,Buin,KUME FELEN SPA,1,3,26
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.),4,10,62
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clínica Alemana de Chicureo,10,16,106
SEREMI Metropolitana de Santiago,Colina,VACUNATORIO CHICUREO SpA,0,0,10
SEREMI Metropolitana de Santiago,El Bosque,Consultorio Tantauco,4,8,29
SEREMI Metropolitana de Santiago,Estación Central,Clínica Hospital del Profesor,6,16,97
SEREMI Metropolitana de Santiago,Estación Central,Hospital Clínico Mutual de Seguridad C.CH.C.,1,2,254
SEREMI Metropolitana de Santiago,Estación Central,Red Salud Santiago ex Clínica Bicentenario,10,25,107
SEREMI Metropolitana de Santiago,Independencia,Centro Médico RedSalud Barrio Independencia,0,0,0
SEREMI Metropolitana de Santiago,Independencia,Hospital Clínico Universidad de Chile,10,13,65
SEREMI Metropolitana de Santiago,La Florida,Clínica Bupa Santiago,8,21,104
SEREMI Metropolitana de Santiago,La Florida,Clínica Vespucio,15,43,168
SEREMI Metropolitana de Santiago,La Reina,Hospital Militar de Santiago,17,29,177
SEREMI Metropolitana de Santiago,La Reina,Vacunatorio Darvax,5,30,126
SEREMI Metropolitana de Santiago,Las Condes,CENTRO DE VACUNACION INMUNOVAC,1,2,33
SEREMI Metropolitana de Santiago,Las Condes,CENTRO MEDICO BALMORAL,0,0,4
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico Militar Rosa O'Higgins,5,6,63
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico y Dental Arauco Salud,0,8,46
SEREMI Metropolitana de Santiago,Las Condes,Clínica Las Condes,6,27,141
SEREMI Metropolitana de Santiago,Las Condes,Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS,6,24,86
SEREMI Metropolitana de Santiago,Las Condes,Hospital Clínico Universidad de Los Andes,9,44,269
SEREMI Metropolitana de Santiago,Las Condes,Hospital FACH,15,28,113
SEREMI Metropolitana de Santiago,Las Condes,Nueva Clínica Cordillera,5,14,50
SEREMI Metropolitana de Santiago,Las Condes,Vacunatorio Medicien Alto El Plomo,1,4,16
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Dental REDSalud La Dehesa,0,0,0
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Alemana (La Dehesa),14,47,207
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Santa María La Dehesa,4,12,57
SEREMI Metropolitana de Santiago,Lo Barnechea,Clínica MEDS La Dehesa,3,10,55
SEREMI Metropolitana de Santiago,Macul,Centro Médico San Joaquín Red de Salud UC CHRISTUS,4,24,166
SEREMI Metropolitana de Santiago,Maipú,Clínica Indisa (Maipú),7,35,112
SEREMI Metropolitana de Santiago,Maipú,Vacunatorio INMUVAX,2,6,22
SEREMI Metropolitana de Santiago,Melipilla,Clínica Los Maitenes,1,1,12
SEREMI Metropolitana de Santiago,Peñalolén,Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex,0,3,12
SEREMI Metropolitana de Santiago,Peñalolén,Clínica Las Condes Peñalolén,5,13,66
SEREMI Metropolitana de Santiago,Providencia,Centro Atencion de Salud Mutual Providencia,0,0,0
SEREMI Metropolitana de Santiago,Providencia,Centro Médico HTS SpA,2,3,38
SEREMI Metropolitana de Santiago,Providencia,Clínica Indisa,23,68,356
SEREMI Metropolitana de Santiago,Providencia,Clínica Santa María,28,54,220
