SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),27,202,448
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Raúl Moya,5,85,202
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Abrantes,0,5,7
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Chada,2,9,10
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Huelquén,2,31,72
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Pintué,2,18,26
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Rangue,0,2,2
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,6,77,138
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez Fröedden,5,94,190
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,7,71,109
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),22,167,286
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Las Hortensias,0,9,15
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Rapa Nui,0,2,4
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Ribera del Maipo,0,0,0
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Carol Urzúa,23,263,481
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Confraternidad,22,118,191
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar El Manzano,71,251,682
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Juan Pablo II ( San Bernardo),11,83,183
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Padre Joan Alsina,23,182,292
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Brañes F.,19,321,501
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),13,120,211
S.S. Metropolitano Sur,San Bernardo,"Hospital El Pino (Santiago, San Bernardo)",0,0,0
S.S. Metropolitano Sur,San Bernardo,Hospital Parroquial de San Bernardo (D),0,0,2
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Arturo Baeza Goñi,6,104,185
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar San Joaquín,70,309,564
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Santa Teresa de Los Andes,94,200,438
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Barros Luco,32,334,573
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Recreo,29,261,563
S.S. Metropolitano Sur,San Miguel,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",0,0,0
S.S. Metropolitano Sur,San Miguel,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",4,7,14
S.S. Metropolitano Sur,San Miguel,"Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel)",6,24,45
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Bellavista,7,88,214
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Dr. Fernando Maffioletti,10,82,154
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar José Alvo,8,78,155
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar La Florida,538,1545,2972
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Castaños,11,73,131
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Quillayes,6,92,188
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Santa Amalia,8,45,119
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Trinidad,2,50,110
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Villa O'Higgins,5,76,124
S.S. Metropolitano Sur Oriente,La Florida,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,0,0,0
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Granja Sur,45,142,216
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar La Granja,11,80,141
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Malaquías Concha,6,42,88
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar El Roble,12,148,217
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Flor Fernández,4,31,66
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,11,60,100
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Pablo de Rokha,10,152,246
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar San Rafael,12,66,113
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santiago de Nueva Extremadura,13,121,251
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santo Tomás,5,66,127
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Familiar Dr. José Manuel Balmaceda,5,55,111
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Rural El Principal,7,34,59
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Referencia de Salud Hospital Provincia Cordillera,0,0,1
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Bernardo Leighton,12,127,220
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Cardenal Silva Henríquez,11,145,298
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Dr. Alejandro del Río,80,597,1249
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Karol Wojtyla,15,15,65
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Laurita Vicuña,15,159,286
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,4,50,111
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Padre Manuel Villaseca,56,434,917
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,6,56,144
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Gerónimo,15,141,292
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Vista Hermosa,16,109,214
S.S. Metropolitano Sur Oriente,Puente Alto,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",0,3,5
S.S. Metropolitano Sur Oriente,San José de Maipo,Hospital San José de Maipo,5,31,80
S.S. Metropolitano Sur Oriente,San José de Maipo,Posta de Salud Rural Las Vertientes,0,28,47
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),14,111,249
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar La Bandera,6,47,142
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Poetisa Gabriela Mistral,8,92,223
S.S. Metropolitano Sur Oriente,San Ramón,Hospital Padre Alberto Hurtado (San Ramón),0,2,5
SEREMI Metropolitana de Santiago,Buin,Centro Medico KINEROD,1,12,31
SEREMI Metropolitana de Santiago,Buin,KUME FELEN SPA,2,10,26
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.),3,34,60
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clínica Alemana de Chicureo,4,52,90
SEREMI Metropolitana de Santiago,Colina,VACUNATORIO CHICUREO SpA,0,6,7
SEREMI Metropolitana de Santiago,El Bosque,Consultorio Tantauco,2,12,26
SEREMI Metropolitana de Santiago,Estación Central,Clínica Hospital del Profesor,7,49,104
SEREMI Metropolitana de Santiago,Estación Central,Hospital Clínico Mutual de Seguridad C.CH.C.,0,5,14
SEREMI Metropolitana de Santiago,Estación Central,Red Salud Santiago ex Clínica Bicentenario,5,55,123
SEREMI Metropolitana de Santiago,Independencia,Centro Médico RedSalud Barrio Independencia,0,0,0
SEREMI Metropolitana de Santiago,Independencia,Hospital Clínico Universidad de Chile,11,39,73
SEREMI Metropolitana de Santiago,La Florida,Clínica Bupa Santiago,11,63,126
SEREMI Metropolitana de Santiago,La Florida,Clínica Vespucio,8,96,202
SEREMI Metropolitana de Santiago,La Reina,Hospital Militar de Santiago,8,53,130
SEREMI Metropolitana de Santiago,La Reina,Vacunatorio Darvax,3,42,105
SEREMI Metropolitana de Santiago,Las Condes,CENTRO DE VACUNACION INMUNOVAC,1,14,23
SEREMI Metropolitana de Santiago,Las Condes,CENTRO MEDICO BALMORAL,0,3,4
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico Militar Rosa O'Higgins,2,14,35
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico y Dental Arauco Salud,1,15,34
SEREMI Metropolitana de Santiago,Las Condes,Clínica Las Condes,5,50,109
SEREMI Metropolitana de Santiago,Las Condes,Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS,4,55,109
SEREMI Metropolitana de Santiago,Las Condes,Hospital Clínico Universidad de Los Andes,4,73,183
SEREMI Metropolitana de Santiago,Las Condes,Hospital FACH,2,52,113
SEREMI Metropolitana de Santiago,Las Condes,Nueva Clínica Cordillera,1,12,37
SEREMI Metropolitana de Santiago,Las Condes,Vacunatorio Medicien Alto El Plomo,0,5,13
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Dental REDSalud La Dehesa,0,0,0
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Alemana (La Dehesa),8,96,199
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Santa María La Dehesa,9,27,58
SEREMI Metropolitana de Santiago,Lo Barnechea,Clínica MEDS La Dehesa,2,31,53
SEREMI Metropolitana de Santiago,Macul,Centro Médico San Joaquín Red de Salud UC CHRISTUS,6,84,167
SEREMI Metropolitana de Santiago,Maipú,Clínica Indisa (Maipú),14,79,152
SEREMI Metropolitana de Santiago,Maipú,Vacunatorio INMUVAX,0,4,13
SEREMI Metropolitana de Santiago,Melipilla,Clínica Los Maitenes,2,8,14
SEREMI Metropolitana de Santiago,Peñalolén,Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex,3,11,18
SEREMI Metropolitana de Santiago,Peñalolén,Clínica Las Condes Peñalolén,3,40,80
SEREMI Metropolitana de Santiago,Providencia,Centro Atencion de Salud Mutual Providencia,0,0,0
SEREMI Metropolitana de Santiago,Providencia,Centro Médico HTS SpA,0,9,22
SEREMI Metropolitana de Santiago,Providencia,Clínica Indisa,11,142,328
SEREMI Metropolitana de Santiago,Providencia,Clínica Santa María,18,98,214
