SERVICIO,COMUNA_OCURR,ESTABLECIMIENTO,vacunacion_ultimos_3_dias,vacunacion_ultimos_7_dias,vacunacion_ultimos_14_dias
S.S. Metropolitano Occidente,Talagante,Posta de Salud Rural Aliro Cárcarmo (Lonquén),2,11,59
S.S. Metropolitano Oriente,La Reina,Centro de Salud Familiar Juan Pablo II ( La Reina),16,117,513
S.S. Metropolitano Oriente,La Reina,Centro de Salud Familiar Ossandon,30,283,1306
S.S. Metropolitano Oriente,Las Condes,Centro de Salud Familiar Aníbal Ariztía,35,411,1886
S.S. Metropolitano Oriente,Las Condes,Centro de Salud Familiar Apoquindo,28,428,1728
S.S. Metropolitano Oriente,Lo Barnechea,Centro de Salud Familiar Lo Barnechea,55,399,1532
S.S. Metropolitano Oriente,Macul,Centro de Salud Familiar Félix de Amesti,255,552,1235
S.S. Metropolitano Oriente,Macul,Centro de Salud Familiar Padre Alberto Hurtado,27,183,787
S.S. Metropolitano Oriente,Macul,Centro de Salud Familiar Santa Julia,25,352,1241
S.S. Metropolitano Oriente,Peñalolén,CESFAM Las Torres,42,225,815
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Cardenal Silva Henríquez,14,273,716
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Carol Urzúa Ibáñez,97,518,1878
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar La Faena,84,546,1551
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Lo Hermida,40,289,876
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar Padre Gerardo Whelan,23,585,1402
S.S. Metropolitano Oriente,Peñalolén,Centro de Salud Familiar San Luis,24,543,1444
S.S. Metropolitano Oriente,Peñalolén,"Hospital Dr. Luis Tisné B. (Santiago, Peñalolén)",0,0,2
S.S. Metropolitano Oriente,Peñalolén,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,0,0,0
S.S. Metropolitano Oriente,Providencia,Centro de Salud Familiar Aguilucho,30,381,1517
S.S. Metropolitano Oriente,Providencia,Centro de Salud Familiar Dr. Alfonso Leng,52,485,2247
S.S. Metropolitano Oriente,Providencia,Centro de Salud Familiar Dr. Hernán Alessandri,78,277,1248
S.S. Metropolitano Oriente,Providencia,Hospital Del Salvador de Santiago,2,5,5
S.S. Metropolitano Oriente,Providencia,Hospital Metropolitano ( ex Militar ),0,4,21
S.S. Metropolitano Oriente,Providencia,Hospital de Niños Dr. Luis Calvo Mackenna,0,0,17
S.S. Metropolitano Oriente,Providencia,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,0,0,0
S.S. Metropolitano Oriente,Providencia,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,0,7,27
S.S. Metropolitano Oriente,Providencia,Instituto de Neurocirugía Dr. Alfonso Asenjo,0,0,7
S.S. Metropolitano Oriente,Vitacura,Centro de Salud Familiar Vitacura,37,418,1641
S.S. Metropolitano Oriente,Ñuñoa,Centro de Salud Familiar Rosita Renard,25,313,1111
S.S. Metropolitano Oriente,Ñuñoa,Centro de Salud Familiar Salvador Bustos,506,2153,5278
S.S. Metropolitano Sur,Buin,Centro Comunitario de Salud Familiar Dr. Héctor García,0,40,56
S.S. Metropolitano Sur,Buin,Centro Comunitario de Salud Familiar Dr. Ramón Galindo,7,39,95
S.S. Metropolitano Sur,Buin,Centro de Salud Familiar Alto Jahuel,12,125,225
S.S. Metropolitano Sur,Buin,Centro de Salud Familiar Dr. Héctor García,34,478,1215
S.S. Metropolitano Sur,Buin,Centro de Salud Familiar Maipo,11,234,555
S.S. Metropolitano Sur,Buin,Hospital San Luis (Buin),0,0,0
S.S. Metropolitano Sur,Buin,Posta de Salud Rural El Recurso,0,0,0
S.S. Metropolitano Sur,Buin,Posta de Salud Rural Los Morros,0,0,0
S.S. Metropolitano Sur,Buin,Posta de Salud Rural Valdivia de Paine,2,14,57
S.S. Metropolitano Sur,Buin,Posta de Salud Rural Viluco,6,31,83
S.S. Metropolitano Sur,Calera De Tango,Centro de Salud Familiar Calera de Tango,4,30,214
S.S. Metropolitano Sur,Calera De Tango,Centro de Salud Familiar Los Bajos de San Agustín,9,65,281
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Canciller Orlando Letelier,30,117,504
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Cóndores de Chile,11,104,428
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Carlos Lorca Tobar,44,220,855
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dr. Mario Salcedo,6,65,363
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Dra. Haydeé López Casoou,10,74,440
S.S. Metropolitano Sur,El Bosque,Centro de Salud Familiar Santa Laura,25,116,584
S.S. Metropolitano Sur,La Cisterna,Centro de Salud Familiar Eduardo Frei Montalva,21,403,1012
S.S. Metropolitano Sur,La Cisterna,Centro de Salud Familiar Santa Anselma,158,913,2123
S.S. Metropolitano Sur,La Granja,Centro de Salud Familiar Padre Esteban Gumucio Vives,48,132,627
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Clara Estrella,14,145,573
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Dra. Mariela Salgado Zepeda,39,123,433
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Julio Acuña Pinzón,22,150,617
S.S. Metropolitano Sur,Lo Espejo,Centro de Salud Familiar Pueblo Lo Espejo,5,73,309
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine),36,265,791
S.S. Metropolitano Sur,Paine,Centro de Salud Familiar Dr. Raúl Moya,55,173,438
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Abrantes,0,10,67
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Chada,1,10,54
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Huelquén,6,39,213
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Pintué,6,18,112
S.S. Metropolitano Sur,Paine,Posta de Salud Rural Rangue,1,2,34
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Amador Neghme,22,142,522
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Edgardo Enríquez Fröedden,12,129,532
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Lo Valledor Norte,29,138,897
S.S. Metropolitano Sur,Pedro Aguirre Cerda,Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria),73,302,1301
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Las Hortensias,1,5,31
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Rapa Nui,0,3,71
S.S. Metropolitano Sur,San Bernardo,Centro Comunitario de Salud Familiar Ribera del Maipo,0,0,0
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Carol Urzúa,47,331,1169
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Confraternidad,131,268,774
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar El Manzano,31,315,985
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Juan Pablo II ( San Bernardo),14,190,674
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Padre Joan Alsina,22,190,1119
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Brañes F.,33,233,726
S.S. Metropolitano Sur,San Bernardo,Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo),17,198,792
S.S. Metropolitano Sur,San Bernardo,"Hospital El Pino (Santiago, San Bernardo)",0,0,0
S.S. Metropolitano Sur,San Bernardo,Hospital Parroquial de San Bernardo (D),0,8,8
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Arturo Baeza Goñi,20,122,640
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar San Joaquín,23,420,1362
S.S. Metropolitano Sur,San Joaquín,Centro de Salud Familiar Santa Teresa de Los Andes,142,284,1076
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Barros Luco,65,468,1577
S.S. Metropolitano Sur,San Miguel,Centro de Salud Familiar Recreo,38,646,1796
S.S. Metropolitano Sur,San Miguel,"Hospital Barros Luco Trudeau (Santiago, San Miguel)",0,0,37
S.S. Metropolitano Sur,San Miguel,"Hospital Dr. Exequiel González Cortés (Santiago, San Miguel)",4,29,82
S.S. Metropolitano Sur,San Miguel,"Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel)",4,33,92
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Bellavista,15,170,910
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Dr. Fernando Maffioletti,22,192,539
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar José Alvo,9,137,498
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar La Florida,587,1510,5656
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Castaños,12,108,714
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Los Quillayes,20,347,1047
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Santa Amalia,18,147,786
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Trinidad,10,106,434
S.S. Metropolitano Sur Oriente,La Florida,Centro de Salud Familiar Villa O'Higgins,10,99,488
S.S. Metropolitano Sur Oriente,La Florida,Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza,0,0,0
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Granja Sur,63,193,921
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar La Granja,29,176,536
S.S. Metropolitano Sur Oriente,La Granja,Centro de Salud Familiar Malaquías Concha,89,224,497
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar El Roble,26,377,964
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Flor Fernández,30,143,485
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,6,63,283
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Pablo de Rokha,19,185,632
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar San Rafael,14,133,591
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santiago de Nueva Extremadura,19,210,1026
S.S. Metropolitano Sur Oriente,La Pintana,Centro de Salud Familiar Santo Tomás,13,137,514
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Familiar Dr. José Manuel Balmaceda,29,155,601
S.S. Metropolitano Sur Oriente,Pirque,Centro de Salud Rural El Principal,8,74,300
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Referencia de Salud Hospital Provincia Cordillera,0,13,19
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Bernardo Leighton,31,194,822
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Cardenal Silva Henríquez,35,179,662
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Dr. Alejandro del Río,263,1166,3906
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Karol Wojtyla,25,146,714
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Laurita Vicuña,28,334,1369
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,10,126,373
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Padre Manuel Villaseca,197,1053,3106
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,39,165,514
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar San Gerónimo,44,246,955
S.S. Metropolitano Sur Oriente,Puente Alto,Centro de Salud Familiar Vista Hermosa,21,123,649
S.S. Metropolitano Sur Oriente,Puente Alto,"Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto)",0,3,25
S.S. Metropolitano Sur Oriente,San José de Maipo,Hospital San José de Maipo,14,69,335
S.S. Metropolitano Sur Oriente,San José de Maipo,Posta de Salud Rural Las Vertientes,10,50,308
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),124,414,1212
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar La Bandera,51,188,753
S.S. Metropolitano Sur Oriente,San Ramón,Centro de Salud Familiar Poetisa Gabriela Mistral,42,261,1025
S.S. Metropolitano Sur Oriente,San Ramón,Hospital Padre Alberto Hurtado (San Ramón),3,11,31
SEREMI Metropolitana de Santiago,Buin,Centro Medico KINEROD,13,101,186
SEREMI Metropolitana de Santiago,Buin,KUME FELEN SPA,0,16,38
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.),16,82,307
SEREMI Metropolitana de Santiago,Colina,Centro Médico Clínica Alemana de Chicureo,17,100,351
SEREMI Metropolitana de Santiago,Colina,VACUNATORIO CHICUREO SpA,0,15,35
SEREMI Metropolitana de Santiago,El Bosque,Consultorio Tantauco,3,31,129
SEREMI Metropolitana de Santiago,Estación Central,Clínica Hospital del Profesor,3,95,343
SEREMI Metropolitana de Santiago,Estación Central,Hospital Clínico Mutual de Seguridad C.CH.C.,2,347,408
SEREMI Metropolitana de Santiago,Estación Central,Red Salud Santiago ex Clínica Bicentenario,15,84,301
SEREMI Metropolitana de Santiago,Independencia,Centro Médico RedSalud Barrio Independencia,0,0,2
SEREMI Metropolitana de Santiago,Independencia,Hospital Clínico Universidad de Chile,8,66,604
SEREMI Metropolitana de Santiago,La Florida,Clínica Bupa Santiago,20,70,151
SEREMI Metropolitana de Santiago,La Florida,Clínica Vespucio,31,127,421
SEREMI Metropolitana de Santiago,La Reina,Hospital Militar de Santiago,20,190,627
SEREMI Metropolitana de Santiago,La Reina,Vacunatorio Darvax,35,110,360
SEREMI Metropolitana de Santiago,Las Condes,CENTRO DE VACUNACION INMUNOVAC,2,35,98
SEREMI Metropolitana de Santiago,Las Condes,CENTRO MEDICO BALMORAL,0,2,3
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico Militar Rosa O'Higgins,2,168,362
SEREMI Metropolitana de Santiago,Las Condes,Centro Médico y Dental Arauco Salud,14,37,94
SEREMI Metropolitana de Santiago,Las Condes,Clínica Las Condes,32,159,687
SEREMI Metropolitana de Santiago,Las Condes,Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS,10,88,288
SEREMI Metropolitana de Santiago,Las Condes,Hospital Clínico Universidad de Los Andes,63,308,965
SEREMI Metropolitana de Santiago,Las Condes,Hospital FACH,11,139,484
SEREMI Metropolitana de Santiago,Las Condes,Nueva Clínica Cordillera,2,50,124
SEREMI Metropolitana de Santiago,Las Condes,Vacunatorio Medicien Alto El Plomo,6,10,10
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Dental REDSalud La Dehesa,0,0,0
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Alemana (La Dehesa),32,185,520
SEREMI Metropolitana de Santiago,Lo Barnechea,Centro Médico Clínica Santa María La Dehesa,3,55,175
SEREMI Metropolitana de Santiago,Lo Barnechea,Clínica MEDS La Dehesa,8,64,206
SEREMI Metropolitana de Santiago,Macul,Centro Médico San Joaquín Red de Salud UC CHRISTUS,23,197,641
SEREMI Metropolitana de Santiago,Maipú,Clínica Indisa (Maipú),18,128,352
SEREMI Metropolitana de Santiago,Maipú,Vacunatorio INMUVAX,3,17,38
SEREMI Metropolitana de Santiago,Melipilla,Clínica Los Maitenes,0,33,116
SEREMI Metropolitana de Santiago,Peñalolén,Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex,1,20,61
SEREMI Metropolitana de Santiago,Peñalolén,Clínica Las Condes Peñalolén,10,70,369
SEREMI Metropolitana de Santiago,Providencia,Centro Atencion de Salud Mutual Providencia,0,0,0
SEREMI Metropolitana de Santiago,Providencia,Centro Médico HTS SpA,1,55,161
SEREMI Metropolitana de Santiago,Providencia,Clínica Indisa,54,304,819
